guid	_subjects_count	_unique_id	accession_number	analytical_fraction	authz	commons	commons_name	commons_url	data_availability	data_type	dbgap_accession_number	description	disease_type	doi	experiment_type	files_count	full_name	funding	image_types	primary_site	program_name	project_id	project_name	short_name	source	species	study_description	study_id	study_title	study_url	subjects_count	_tag_0	_tag_1	_tag_2	_tag_3	_tag_4	_tag_5	_tag_6	_tag_7	_tag_8
tcga_coad	464	tcga_coad	tcga_coad			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_COAD		Colon Adenocarcinoma	10.7937/K9/TCIA.2016.HJJHBOXZ			TCGA_COAD		CT, OT, SM	Colon				TCGA_COAD		Human	The Cancer Genome Atlas-Colon Adenocarcinoma (TCGA-COAD) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP), with the cooperation of several of the TCGA tissue-contributing institutions, has archived a large portion of the radiological images of the COAD cases.Please see the TCGA-COAD  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_coad			disease_type: Colon Adenocarcinoma	data_type: Clinical, Genomics	primary_site: Colon						
tcga_esca	185	tcga_esca	tcga_esca			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_ESCA		Esophageal Carcinoma	10.7937/K9/TCIA.2016.VPTNRGFY			TCGA_ESCA		CT, SM	Esophagus				TCGA_ESCA		Human	The Cancer Genome Atlas-Esophageal Carcinoma (TCGA-ESCA) data collection is part of a larger effort to enhance the TCGA  data set with characterized radiological images. The Cancer Imaging Program (CIP) with the cooperation of several of the TCGA tissue-contributing institutions are working to archive a large portion of the radiological images of the genetically-analyzed ESCA cases.Please see the TCGA-ESCA  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_esca			disease_type: Esophageal Carcinoma	data_type: Clinical, Genomics	primary_site: Esophagus						
tcga_gbm	608	tcga_gbm	tcga_gbm			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_GBM		Glioblastoma Multiforme	10.7937/K9/TCIA.2016.RNYFUYE9			TCGA_GBM		SM	Brain				TCGA_GBM		Human	The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal Currently this large MR multi-sequence image collection of glioblastoma patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome. TCGA-GBM  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_gbm			disease_type: Glioblastoma Multiforme	data_type: Clinical, Genomics, Image Analyses	primary_site: Brain						
tcga_hnsc	528	tcga_hnsc	tcga_hnsc			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_HNSC		Head and Neck Squamous Cell Carcinoma	10.7937/K9/TCIA.2016.LXKQ47MS			TCGA_HNSC		SM	Head-Neck				TCGA_HNSC		Human	The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this large PET/CT multi-sequence image collection of  head and neck squamous cell carcinoma (HNSC) patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome.Please see the TCGA-HNSC  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_hnsc			disease_type: Head and Neck Squamous Cell Carcinoma	data_type: Clinical, Genomics	primary_site: Head-Neck						
tcga_kich	113	tcga_kich	tcga_kich			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_KICH		Kidney Chromophobe	10.7937/K9/TCIA.2016.YU3RBCZN			TCGA_KICH		CT, MR, SM	Kidney				TCGA_KICH		Human	The Cancer Genome Atlas-Kidney Chromophobe (TCGA-KICH) data collection is part of a larger effort to enhance the The Cancer Genome Atlas (TCGA) https://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP) with the cooperation of several of the TCGA tissue-contributing institutions has archived a large portion of the radiological images of the genetically-analyzed KICH cases.Please see the TCGA-KICH  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_kich			disease_type: Kidney Chromophobe	data_type: Clinical, Genomics	primary_site: Kidney						
tcga_kirc	537	tcga_kirc	tcga_kirc			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_KIRC		Kidney Renal Clear Cell Carcinoma	10.7937/K9/TCIA.2016.V6PBVTDR			TCGA_KIRC		CR, CT, MR, SEG, SM	Kidney				TCGA_KIRC		Human	The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this large CT and MR multi-sequence image collection of kidney renal clear cell carcinoma (KIRC) patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome.Please see the TCGA -KIRC   page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_kirc			disease_type: Kidney Renal Clear Cell Carcinoma	data_type: Clinical, Genomics, Image Analyses	primary_site: Kidney						
tcga_kirp	291	tcga_kirp	tcga_kirp			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_KIRP		Kidney Renal Papillary Cell Carcinoma	10.7937/K9/TCIA.2016.ACWOGBEF			TCGA_KIRP		CT, MR, PT, SM	Kidney				TCGA_KIRP		Human	 The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this large CT and MR multi-sequence image collection of  kidney renal papillary cell carcinoma (KIRP) patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome. TCGA-KIRP  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_kirp			disease_type: Kidney Renal Papillary Cell Carcinoma	data_type: Clinical, Genomics	primary_site: Kidney						
tcga_lgg	518	tcga_lgg	tcga_lgg			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_LGG		Low Grade Glioma	10.7937/K9/TCIA.2016.L4LTD3TK			TCGA_LGG		SM	Brain				TCGA_LGG		Human	Note: This collection has special restrictions on its usage. See Data Usage Policies and Restrictions .The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this large MR multi-sequence image collection of low grade glioma patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome.Please see the TCGA-LGG  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_lgg			disease_type: Low Grade Glioma	data_type: Clinical, Genomics, Image Analyses	primary_site: Brain						
tcga_lihc	377	tcga_lihc	tcga_lihc			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_LIHC		Liver Hepatocellular Carcinoma	10.7937/K9/TCIA.2016.IMMQW8UQ			TCGA_LIHC		CT, MR, PT, SEG, SM	Liver				TCGA_LIHC		Human	The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this CT and MR multi-sequence image collection of liver hepatocellular carcinoma (LIHC) patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome.TCGA-LIHC    page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_lihc			disease_type: Liver Hepatocellular Carcinoma	data_type: Clinical, Genomics, Image Analyses	primary_site: Liver						
tcga_luad	560	tcga_luad	tcga_luad			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_LUAD		Lung Adenocarcinoma	10.7937/K9/TCIA.2016.JGNIHEP5			TCGA_LUAD		CT, NM, PT, SEG, SM	Chest				TCGA_LUAD		Human	The Cancer Imaging Program (CIP)  is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal Currently this large CT multi-sequence image collection of lung adenocarcinoma (LUAD) patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome.Please see the TCGA-LUAD  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_luad			disease_type: Lung Adenocarcinoma	data_type: Clinical, Genomics, Image Analyses	primary_site: Chest						
tcga_lusc	504	tcga_lusc	tcga_lusc			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_LUSC		Lung Squamous Cell Carcinoma	10.7937/K9/TCIA.2016.TYGKKFMQ			TCGA_LUSC		CT, NM, PT, SEG, SM	Lung				TCGA_LUSC		Human	The Cancer Genome Atlas-Lung Squamous Cell Carcinoma (TCGA-LUSC) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP) with the cooperation of several of the TCGA tissue-contributing institutions are working to archive a large portion of the radiological images of the LUSC cases.Please see the TCGA-LUSC  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_lusc			disease_type: Lung Squamous Cell Carcinoma	data_type: Clinical, Genomics	primary_site: Lung						
tcga_ov	591	tcga_ov	tcga_ov			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics, Image Analyses	TCGA_OV		Ovarian Serous Cystadenocarcinoma	10.7937/K9/TCIA.2016.NDO1MDFQ			TCGA_OV		CT, MR, OT, SM	Ovary				TCGA_OV		Human	The Cancer Genome Atlas-Ovarian Cancer (TCGA-OV) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP) with the cooperation of several of the TCGA tissue-contributing institutions are working to archive a large portion of the radiological images of the genetically-analyzed OV cases.Please see the TCGA-OV  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_ov			disease_type: Ovarian Serous Cystadenocarcinoma	data_type: Clinical, Genomics, Image Analyses	primary_site: Ovary						
tcga_prad	500	tcga_prad	tcga_prad			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_PRAD		Prostate Cancer	10.7937/K9/TCIA.2016.YXOGLM4Y			TCGA_PRAD		CT, MR, PT, SM	Prostate				TCGA_PRAD		Human	The Cancer Imaging Program (CIP) is working directly with primary investigators from institutes participating in TCGA to obtain and load images relating to the genomic, clinical, and pathological data being stored within the TCGA Data Portal. Currently this image collection of prostate adenocarcinoma (PRAD) patients can be matched by each unique case identifier with the extensive gene and expression data of the same case from The Cancer Genome Atlas Data Portal to research the link between clinical phenome and tissue genome. Please see the TCGA-PRAD  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_prad			disease_type: Prostate Cancer	data_type: Clinical, Genomics	primary_site: Prostate						
tcga_read	171	tcga_read	tcga_read			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_READ		Rectum Adenocarcinoma	10.7937/K9/TCIA.2016.F7PPNPNU			TCGA_READ		CT, MR, SM	Rectum				TCGA_READ		Human	The Cancer Genome Atlas-Rectum Adenocarcinoma (TCGA-READ) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP), with the cooperation of several TCGA tissue-contributing institutions, has archived a large portion of the radiological images of the genetically-analyzed READ cases.Please see the TCGA-READ  wiki page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_read			disease_type: Rectum Adenocarcinoma	data_type: Clinical, Genomics	primary_site: Rectum						
tcga_sarc	261	tcga_sarc	tcga_sarc			CRDC Cancer Imaging Data Commons	CRDC Cancer Imaging Data Commons			Clinical, Genomics	TCGA_SARC		Sarcomas	10.7937/K9/TCIA.2016.CX6YLSUX			TCGA_SARC		CT, MR, SM	Chest-Abdomen-Pelvis, Leg, TSpine				TCGA_SARC		Human	The Cancer Genome Atlas-Sarcoma Cancer (TCGA-SARC) data collection is part of a larger effort to enhance the TCGA http://cancergenome.nih.gov/ data set with characterized radiological images. The Cancer Imaging Program (CIP) with the cooperation of several of the TCGA tissue-contributing institutions are working to archive a large portion of the radiological images of the genetically-analyzed SARC cases.Please see the TCGA-SARC  page to learn more about the images and to obtain any supporting metadata for this collection.		tcga_sarc			disease_type: Sarcomas	data_type: Clinical, Genomics	primary_site: Chest-Abdomen-Pelvis, Leg, TSpine						
